ImageID,LabelName,XMin,XMax,YMin,YMax
img_1.jpg,2,0.3244444444444444,0.33666666666666667,0.46,0.5
img_1.jpg,1,0.33666666666666667,0.34555555555555556,0.46,0.5
img_1.jpg,5,0.34555555555555556,0.3566666666666667,0.458,0.5
img_1.jpg,9,0.3622222222222222,0.37222222222222223,0.46,0.5
img_1.jpg,3,0.37222222222222223,0.38333333333333336,0.46,0.502
img_1.jpg,3,0.3888888888888889,0.4,0.462,0.502
img_1.jpg,0,0.4,0.4111111111111111,0.46,0.502
img_1.jpg,3,0.4111111111111111,0.4222222222222222,0.46,0.502
img_2.jpg,5,0.4222222222222222,0.4411111111111111,0.36,0.424
img_2.jpg,3,0.4411111111111111,0.4588888888888889,0.36,0.422
img_2.jpg,2,0.46,0.4777777777777778,0.362,0.426
img_2.jpg,2,0.49,0.5077777777777778,0.362,0.426
img_2.jpg,5,0.5088888888888888,0.5266666666666666,0.362,0.424
img_2.jpg,9,0.5377777777777778,0.5566666666666666,0.364,0.428
img_2.jpg,0,0.5566666666666666,0.5755555555555556,0.364,0.428
img_2.jpg,3,0.5755555555555556,0.5933333333333334,0.368,0.43
img_3.jpg,1,0.24666666666666667,0.25333333333333335,0.672,0.718
img_3.jpg,9,0.25333333333333335,0.2633333333333333,0.68,0.722
img_3.jpg,4,0.26666666666666666,0.2777777777777778,0.688,0.736
img_3.jpg,0,0.27666666666666667,0.28888888888888886,0.696,0.74
img_3.jpg,9,0.28888888888888886,0.3022222222222222,0.702,0.746
img_3.jpg,3,0.30777777777777776,0.3211111111111111,0.71,0.758
img_3.jpg,0,0.3211111111111111,0.33444444444444443,0.718,0.766
img_4.jpg,6,0.48333333333333334,0.4955555555555556,0.69,0.728
img_4.jpg,1,0.49444444444444446,0.5033333333333333,0.69,0.728
img_4.jpg,8,0.5088888888888888,0.52,0.692,0.73
img_4.jpg,3,0.52,0.5322222222222223,0.692,0.73
img_4.jpg,6,0.5322222222222223,0.5444444444444444,0.694,0.73
img_4.jpg,8,0.55,0.5622222222222222,0.694,0.732
img_4.jpg,5,0.5622222222222222,0.5755555555555556,0.694,0.732
img_6.jpg,6,0.3088888888888889,0.31444444444444447,0.584,0.614
img_6.jpg,8,0.31444444444444447,0.3211111111111111,0.586,0.618
img_6.jpg,2,0.3211111111111111,0.3277777777777778,0.586,0.618
img_6.jpg,1,0.33111111111111113,0.33666666666666667,0.588,0.62
img_6.jpg,0,0.33666666666666667,0.3433333333333333,0.588,0.62
img_6.jpg,6,0.3466666666666667,0.35333333333333333,0.59,0.624
img_6.jpg,0,0.35333333333333333,0.3611111111111111,0.592,0.624
img_6.jpg,1,0.3611111111111111,0.36777777777777776,0.592,0.626
img_7.jpg,8,0.4955555555555556,0.5044444444444445,0.474,0.502
img_7.jpg,9,0.5044444444444445,0.5122222222222222,0.474,0.502
img_7.jpg,5,0.5122222222222222,0.5211111111111111,0.474,0.502
img_7.jpg,7,0.5244444444444445,0.5322222222222223,0.472,0.5
img_7.jpg,5,0.5322222222222223,0.5411111111111111,0.472,0.5
img_7.jpg,0,0.5444444444444444,0.5522222222222222,0.472,0.498
img_7.jpg,0,0.5522222222222222,0.56,0.472,0.498
img_7.jpg,1,0.56,0.5666666666666667,0.472,0.5
img_8.jpg,6,0.25,0.2633333333333333,0.786,0.834
img_8.jpg,4,0.2633333333333333,0.27555555555555555,0.792,0.838
img_8.jpg,2,0.27555555555555555,0.28888888888888886,0.798,0.844
img_8.jpg,2,0.29555555555555557,0.30777777777777776,0.802,0.85
img_8.jpg,7,0.30777777777777776,0.32,0.808,0.854
img_8.jpg,7,0.32666666666666666,0.3411111111111111,0.812,0.86
img_8.jpg,0,0.3411111111111111,0.35555555555555557,0.82,0.868
img_8.jpg,1,0.35555555555555557,0.36666666666666664,0.822,0.872
img_9.jpg,7,0.43444444444444447,0.4477777777777778,0.73,0.77
img_9.jpg,0,0.4477777777777778,0.46111111111111114,0.732,0.77
img_9.jpg,8,0.46,0.4722222222222222,0.732,0.77
img_9.jpg,6,0.47888888888888886,0.4911111111111111,0.732,0.772
img_9.jpg,2,0.4911111111111111,0.5044444444444445,0.734,0.774
img_9.jpg,9,0.5088888888888888,0.5211111111111111,0.734,0.772
img_9.jpg,0,0.5211111111111111,0.5344444444444445,0.732,0.774
img_9.jpg,1,0.5344444444444445,0.5444444444444444,0.732,0.774
img_10.jpg,2,0.38666666666666666,0.39555555555555555,0.672,0.702
img_10.jpg,8,0.39555555555555555,0.4033333333333333,0.674,0.702
img_10.jpg,7,0.4033333333333333,0.4111111111111111,0.678,0.706
img_10.jpg,0,0.4166666666666667,0.42444444444444446,0.682,0.712
img_10.jpg,8,0.42444444444444446,0.43333333333333335,0.684,0.714
img_10.jpg,9,0.43666666666666665,0.44555555555555554,0.688,0.718
img_10.jpg,0,0.44555555555555554,0.4533333333333333,0.694,0.722
img_10.jpg,1,0.4533333333333333,0.46111111111111114,0.694,0.724
img_11.jpg,5,0.37333333333333335,0.3811111111111111,0.45,0.48
img_11.jpg,1,0.3811111111111111,0.38666666666666666,0.452,0.482
img_11.jpg,3,0.38666666666666666,0.3933333333333333,0.452,0.482
img_11.jpg,3,0.39666666666666667,0.4033333333333333,0.452,0.482
img_11.jpg,0,0.4033333333333333,0.4111111111111111,0.454,0.484
img_11.jpg,2,0.41444444444444445,0.4211111111111111,0.454,0.484
img_11.jpg,0,0.4211111111111111,0.42777777777777776,0.456,0.486
img_11.jpg,2,0.42777777777777776,0.43444444444444447,0.456,0.486
img_12.jpg,2,0.46444444444444444,0.47555555555555556,0.6,0.632
img_12.jpg,9,0.47555555555555556,0.4855555555555556,0.602,0.632
img_12.jpg,4,0.4855555555555556,0.49444444444444446,0.602,0.634
